Team 1,Team 2,Time Left,Team 1 Score,Team 2 Score,Raid Success Rate 1,Raid Success Rate 2,Tackle Success Rate 1,Tackle Success Rate 2,Outcome
Dabang Delhi K.C.,U.P. Yoddhas,40,40,47,0.40968313897094255,0.9045069257128753,0.4039149104586397,0.711303005187406,Team 2 Wins
Telugu Titans,Gujarat Giants,32,3,42,0.33404811555352765,0.28959134253122654,0.9113216662776702,0.9686395542121348,Team 2 Wins
U.P. Yoddhas,Dabang Delhi K.C.,20,15,35,0.36722574476792846,0.39290888296839777,0.5401882715346868,0.20845169156077759,Team 2 Wins
Dabang Delhi K.C.,Telugu Titans,37,35,32,0.6749110956974713,0.870640674443535,0.12687213715251144,0.771765387083092,Team 1 Wins
Gujarat Giants,Bengaluru Bulls,3,29,26,0.0399277145637541,0.41893258260305866,0.6639753823228028,0.7512130919971548,Team 1 Wins
Gujarat Giants,Bengal Warriors,14,7,6,0.02224594247806788,0.7520248817617321,0.2395321251492213,0.3088178270047124,Team 1 Wins
Jaipur Pink Panthers,Tamil Thalaivas,5,38,21,0.5161671427104255,0.5734095277073222,0.5793812207896323,0.8027368805573086,Team 1 Wins
Puneri Paltan,Tamil Thalaivas,23,20,1,0.3565973613992318,0.6420660694904174,0.643788838252685,0.2738356577167609,Team 1 Wins
U.P. Yoddhas,U Mumba,18,24,35,0.4296261126746168,0.5709874656581649,0.30376670443772424,0.6926016552292178,Team 2 Wins
U Mumba,Jaipur Pink Panthers,1,19,3,0.7616974035819165,0.04186660732594616,0.6776617400800508,0.3737738439978837,Team 1 Wins
U.P. Yoddhas,Bengal Warriors,3,0,39,0.939800991173123,0.5413677230826744,0.6038169362495214,0.4476059424887716,Team 2 Wins
Jaipur Pink Panthers,Telugu Titans,20,6,50,0.5555684100818019,0.9578396167040288,0.210722594026865,0.5440737701143477,Team 2 Wins
U.P. Yoddhas,Bengal Warriors,25,41,6,0.32270003658879387,0.9371986491025146,0.9308118506372153,0.0426131802217079,Team 1 Wins
Dabang Delhi K.C.,Haryana Steelers,26,7,23,0.9575889605988219,0.9959801414293986,0.8213919308801464,0.14847291690405406,Team 2 Wins
Gujarat Giants,Tamil Thalaivas,39,36,39,0.7239892163383497,0.19701668244304282,0.3594655988957498,0.45267839813505684,Team 2 Wins
U Mumba,Tamil Thalaivas,3,42,3,0.1146489243396186,0.4991447787905444,0.13121629949376934,0.8648127759865872,Team 1 Wins
U.P. Yoddhas,Telugu Titans,19,43,49,0.8231083512909446,0.9443151655355739,0.1913889262661186,0.6744220980391364,Team 2 Wins
Telugu Titans,U Mumba,31,29,1,0.5282958578535752,0.3220800121465418,0.4824882937227123,0.5511263100437127,Team 1 Wins
Tamil Thalaivas,Bengal Warriors,21,44,50,0.7997134140626546,0.21277477891175256,0.72675085689303,0.8378406465827287,Team 2 Wins
U Mumba,Telugu Titans,26,0,29,0.16535457631852324,0.5457459336488064,0.4296464414569322,0.7667406568838443,Team 2 Wins
Gujarat Giants,Telugu Titans,0,20,45,0.9050262057606829,0.3621332607059041,0.5457080494883617,0.48785426758650186,Team 2 Wins
Bengal Warriors,Patna Pirates,27,40,13,0.3422594610611408,0.8801962924642057,0.26258596760334607,0.13640857648473614,Team 1 Wins
Gujarat Giants,Jaipur Pink Panthers,29,34,24,0.4735263152928971,0.503145061112954,0.138562534743081,0.37613712672750144,Team 1 Wins
U Mumba,Dabang Delhi K.C.,30,18,17,0.31258673801513603,0.16425464703694825,0.6813102254671425,0.10232224242582633,Team 1 Wins
Bengaluru Bulls,Bengal Warriors,23,49,4,0.03935366005235508,0.7357512125732625,0.4561787948011482,0.327055624691479,Team 1 Wins
U Mumba,Haryana Steelers,16,24,29,0.5195403007739152,0.04662612776924968,0.4426229400582258,0.21403437115998314,Team 2 Wins
Telugu Titans,Gujarat Giants,40,38,16,0.6593085213702057,0.2655501879311071,0.29428693047161236,0.8512696752375851,Team 1 Wins
Gujarat Giants,Telugu Titans,28,29,46,0.8188060272327667,0.3554605739387323,0.3354255077121012,0.6100927687357078,Team 2 Wins
Patna Pirates,Haryana Steelers,31,6,5,0.2398572740533088,0.9019990078704786,0.3931735480438885,0.9049773069822712,Team 1 Wins
U.P. Yoddhas,Bengaluru Bulls,19,50,23,0.47294354605201516,0.7352242035016376,0.024398793713178435,0.10439607228424552,Team 1 Wins
Haryana Steelers,Dabang Delhi K.C.,37,30,12,0.40839788879146377,0.15700655768867766,0.5180381557421655,0.7524096922577487,Team 1 Wins
Bengal Warriors,Telugu Titans,38,9,5,0.7086303237142537,0.05685394606384153,0.12422035019817368,0.704324198233752,Team 1 Wins
Patna Pirates,Bengal Warriors,24,41,33,0.6778020568405377,0.772983512293214,0.38818364122669646,0.43755946303473947,Team 1 Wins
Telugu Titans,Tamil Thalaivas,32,0,46,0.08519919281514499,0.9817531896210714,0.1368188674059465,0.17609668418752844,Team 2 Wins
Haryana Steelers,Jaipur Pink Panthers,6,35,41,0.9708555529142501,0.45405689504715996,0.9258784770138816,0.8044625390874235,Team 2 Wins
U.P. Yoddhas,Telugu Titans,11,0,48,0.638804450267698,0.01883693609139825,0.8227665843716157,0.7120666687368667,Team 2 Wins
U.P. Yoddhas,Patna Pirates,23,35,30,0.06312594294987528,0.4996509771859261,0.7075631954868618,0.007052298955958047,Team 1 Wins
Puneri Paltan,Jaipur Pink Panthers,14,2,21,0.9727144437612404,0.9560413591052865,0.5235772659570449,0.21528705327489328,Team 2 Wins
Puneri Paltan,Gujarat Giants,40,46,43,0.7683527351069327,0.5510083186732845,0.6617864800819988,0.470283486022572,Team 1 Wins
Jaipur Pink Panthers,Bengaluru Bulls,17,15,27,0.8576930852471112,0.6056313117419099,0.5949596848971245,0.5286466068033058,Team 2 Wins
Dabang Delhi K.C.,Tamil Thalaivas,14,31,48,0.8596535941834095,0.17197535386124707,0.8856277384906529,0.8907843894437235,Team 2 Wins
U Mumba,Telugu Titans,19,7,41,0.47387091980229634,0.045913581199011455,0.7694172008519754,0.664898453174127,Team 2 Wins
Bengaluru Bulls,U.P. Yoddhas,24,13,29,0.20836478031430816,0.29598662688602784,0.8352867501466988,0.8157641013970182,Team 2 Wins
Dabang Delhi K.C.,Patna Pirates,17,47,4,0.30290818827859045,0.5165988434234705,0.0278525701412492,0.7051639823546103,Team 1 Wins
Jaipur Pink Panthers,Tamil Thalaivas,0,32,10,0.6856323742211948,0.5943425080076574,0.9009148327602088,0.8504266595676353,Team 1 Wins
Jaipur Pink Panthers,Bengal Warriors,37,12,5,0.14612044581732697,0.09639441184250319,0.7161420328336178,0.7199393312961934,Team 1 Wins
Gujarat Giants,U.P. Yoddhas,19,28,30,0.38281657323419427,0.1903449136423463,0.6182064166409177,0.681679504096082,Team 2 Wins
Haryana Steelers,Telugu Titans,18,37,39,0.987211120150632,0.08122921211083389,0.9403207766208164,0.6817523692404394,Team 2 Wins
Puneri Paltan,Gujarat Giants,27,24,37,0.025992785568068277,0.8638173053072383,0.19330453410274206,0.7419890641154404,Team 2 Wins
U.P. Yoddhas,Haryana Steelers,10,0,1,0.18179177432103644,0.2794533944039569,0.3206713979188254,0.10656179857958414,Team 2 Wins
Dabang Delhi K.C.,Gujarat Giants,4,40,49,0.4955005692066897,0.7604400322726583,0.6154141625117,0.07679682356824702,Team 2 Wins
Dabang Delhi K.C.,Puneri Paltan,27,41,46,0.6723274320350978,0.9476931811064356,0.9736801449196456,0.9531873659096749,Team 2 Wins
Puneri Paltan,U.P. Yoddhas,25,14,12,0.09309359954904839,0.5491230766815491,0.4507372418142368,0.3551956780767175,Team 1 Wins
Dabang Delhi K.C.,U.P. Yoddhas,27,9,25,0.6519126835091553,0.07667955753656719,0.7567339606533546,0.18024050442483763,Team 2 Wins
Patna Pirates,U.P. Yoddhas,36,6,6,0.8008249995290007,0.028869405872594678,0.27125491451546824,0.6495369086732061,Draw
U.P. Yoddhas,Haryana Steelers,20,12,31,0.44738587445514855,0.8237179996314344,0.8634404220307916,0.3346228336984711,Team 2 Wins
Telugu Titans,Dabang Delhi K.C.,24,21,9,0.953612422452605,0.09327304773271872,0.31383941847165675,0.5581617085855934,Team 1 Wins
Bengal Warriors,Tamil Thalaivas,15,7,30,0.04527617969097231,0.6131267246294917,0.528026186313594,0.9087535426048291,Team 2 Wins
U.P. Yoddhas,Tamil Thalaivas,0,14,37,0.5980964964035294,0.0034392996491664496,0.9327554550684146,0.19407785450494464,Team 2 Wins
Patna Pirates,Puneri Paltan,16,36,43,0.1828431328678607,0.20197488183010015,0.3041682659249463,0.0023522454098579004,Team 2 Wins
U.P. Yoddhas,Bengal Warriors,36,32,28,0.6982025910766004,0.665886162192061,0.8658044025716662,0.22030147594368898,Team 1 Wins
Dabang Delhi K.C.,Jaipur Pink Panthers,17,12,36,0.947680498805235,0.6079400413940373,0.8527529013473645,0.6814767579514887,Team 2 Wins
Jaipur Pink Panthers,Dabang Delhi K.C.,31,31,1,0.7115923290325358,0.03832669010940892,0.30937445761922255,0.688189108129959,Team 1 Wins
U.P. Yoddhas,Dabang Delhi K.C.,27,21,22,0.14467996868122623,0.8295976945830581,0.35994779628096096,0.9172121755632613,Team 2 Wins
Jaipur Pink Panthers,Tamil Thalaivas,13,17,6,0.4337343871661459,0.9446105781922007,0.8107908270058816,0.48701781860949733,Team 1 Wins
Bengal Warriors,Haryana Steelers,0,9,50,0.47775390524381744,0.3399129876568622,0.7066534371093239,0.013381363322032325,Team 2 Wins
Bengal Warriors,Tamil Thalaivas,21,41,48,0.015469998151001474,0.24290695767798764,0.5638797947797035,0.4360386361384504,Team 2 Wins
Patna Pirates,Jaipur Pink Panthers,20,12,39,0.5180402629582479,0.6612967929777033,0.8154338056703005,0.6506957328693338,Team 2 Wins
Puneri Paltan,Telugu Titans,27,43,50,0.4395651241521962,0.4832215003582577,0.7551394465602416,0.7056333354240195,Team 2 Wins
Tamil Thalaivas,U.P. Yoddhas,35,41,16,0.2239186241600698,0.4546602390956489,0.1289571771877639,0.10544622330763753,Team 1 Wins
U Mumba,Jaipur Pink Panthers,7,9,45,0.0852178414450192,0.3780722451327412,0.232369607499733,0.3595566448058295,Team 2 Wins
Bengaluru Bulls,Gujarat Giants,35,25,33,0.6561898965916868,0.3234789265610193,0.23738294847311903,0.36281321104663367,Team 2 Wins
Patna Pirates,Gujarat Giants,39,32,8,0.9008478794180437,0.5244257351478591,0.2303202054182577,0.23320749389851358,Team 1 Wins
Tamil Thalaivas,Bengal Warriors,12,32,31,0.7900336751969553,0.1976191165522817,0.9665623599765825,0.8389424079833872,Team 1 Wins
Jaipur Pink Panthers,Dabang Delhi K.C.,25,4,20,0.23232153960630708,0.5130034723823881,0.7761559218867583,0.7981184169248167,Team 2 Wins
Jaipur Pink Panthers,Bengaluru Bulls,3,34,19,0.22476473056891988,0.638488078915065,0.8090931501914581,0.07613773379326771,Team 1 Wins
Puneri Paltan,Patna Pirates,4,18,31,0.23102241071726504,0.9618833581884628,0.4810405526633409,0.15436850588205964,Team 2 Wins
Puneri Paltan,U.P. Yoddhas,27,5,44,0.8753408498272369,0.07836294593980764,0.7076415502053678,0.2923767522077474,Team 2 Wins
U.P. Yoddhas,Dabang Delhi K.C.,29,32,4,0.7999381136692651,0.7538683910413668,0.22023629857267657,0.3296189508197235,Team 1 Wins
Dabang Delhi K.C.,U.P. Yoddhas,14,36,32,0.1664689901768288,0.1805360894775978,0.556637682084718,0.899400467555083,Team 1 Wins
U.P. Yoddhas,Patna Pirates,12,40,47,0.47407827261587154,0.7174255176763084,0.3971439603307979,0.7818619203133361,Team 2 Wins
Haryana Steelers,Puneri Paltan,19,15,27,0.2852936426711059,0.38481228430017034,0.6591481070130173,0.19125673962176548,Team 2 Wins
Puneri Paltan,Telugu Titans,1,45,9,0.7545872333316653,0.1265314671932647,0.43740230138837466,0.3969917053512222,Team 1 Wins
Patna Pirates,Jaipur Pink Panthers,0,25,37,0.5684330993842964,0.9034351761770153,0.3240394588024742,0.17050404445714962,Team 2 Wins
U.P. Yoddhas,U Mumba,3,46,35,0.2944885902097849,0.35178550611589754,0.3400255505469002,0.8979924211428733,Team 1 Wins
Haryana Steelers,Dabang Delhi K.C.,15,27,50,0.555313689760923,0.9722776907066625,0.4235989070049033,0.4480500801332409,Team 2 Wins
Haryana Steelers,Telugu Titans,16,43,10,0.5706965752705406,0.33422341750119355,0.030629880312287527,0.8289936194429817,Team 1 Wins
Haryana Steelers,Telugu Titans,34,5,7,0.8219297299157136,0.224965417383308,0.9510175033612379,0.09935069455604284,Team 2 Wins
U.P. Yoddhas,Haryana Steelers,39,38,50,0.44273230358965954,0.37935815479731383,0.05249570007809656,0.1243293557102294,Team 2 Wins
Telugu Titans,Tamil Thalaivas,21,17,39,0.657195614307042,0.2427635950737672,0.19162085448102806,0.9613193205733176,Team 2 Wins
Haryana Steelers,Dabang Delhi K.C.,32,21,11,0.0937760655070079,0.19444259693228716,0.08079667686525094,0.3203652918623022,Team 1 Wins
Dabang Delhi K.C.,Bengaluru Bulls,6,18,48,0.5367418809400353,0.38718345873561333,0.11096759093253794,0.5216147841121379,Team 2 Wins
Tamil Thalaivas,Puneri Paltan,9,11,41,0.6673693226608101,0.2057016281040045,0.17698726177418567,0.3958590432102138,Team 2 Wins
Bengaluru Bulls,Bengal Warriors,30,46,20,0.41142342836083645,0.8951982429871815,0.9242331583022834,0.7104525649438862,Team 1 Wins
Jaipur Pink Panthers,Dabang Delhi K.C.,9,24,0,0.001514296193065201,0.8921567377700853,0.8664082073528147,0.34427422376376116,Team 1 Wins
U.P. Yoddhas,Dabang Delhi K.C.,12,29,22,0.29514062542439223,0.6593447165285858,0.8031825968581084,0.00025670108702458005,Team 1 Wins
Telugu Titans,U.P. Yoddhas,10,41,39,0.6269685770876188,0.5093823413087305,0.5894994779212831,0.2718378635122569,Team 1 Wins
Tamil Thalaivas,Jaipur Pink Panthers,5,17,45,0.21171052037386473,0.3566497300389665,0.4439375362980963,0.5598379023331445,Team 2 Wins
Puneri Paltan,Gujarat Giants,12,49,45,0.3712776889874032,0.9193659148822809,0.6930158245633842,0.10284798792687133,Team 1 Wins
U.P. Yoddhas,Jaipur Pink Panthers,13,42,5,0.2824371542279892,0.5254408649846772,0.43259850468089844,0.4442409828333749,Team 1 Wins
Telugu Titans,Dabang Delhi K.C.,21,35,43,0.5329082988408588,0.18938173278118497,0.5245291617512596,0.8751108273509282,Team 2 Wins
Gujarat Giants,Puneri Paltan,38,43,26,0.5193862734510496,0.11732963138870978,0.17192631971524575,0.7469146240676369,Team 1 Wins
Telugu Titans,Gujarat Giants,26,17,36,0.21022534636364698,0.7721299284628044,0.4253423694536118,0.829007807623389,Team 2 Wins
Jaipur Pink Panthers,Patna Pirates,15,19,14,0.2066594230164568,0.022903488455097376,0.7552837573487006,0.6467381769993289,Team 1 Wins
U Mumba,Dabang Delhi K.C.,33,17,2,0.5453315953537106,0.04162992351735162,0.7879197628035862,0.9424494248618412,Team 1 Wins
Patna Pirates,Tamil Thalaivas,1,3,40,0.6311653868411315,0.3732884997594028,0.9433580860864752,0.5965879339503775,Team 2 Wins
Bengaluru Bulls,U Mumba,13,4,6,0.23271078296709302,0.5326770780896042,0.7551625243984195,0.5225701297747929,Team 2 Wins
Bengaluru Bulls,Gujarat Giants,12,44,3,0.003343905986059381,0.03421288979668602,0.6881933518397986,0.04911728290239681,Team 1 Wins
Puneri Paltan,U Mumba,9,22,33,0.4899340254792166,0.7359367147590792,0.0431998706374791,0.0629296580591161,Team 2 Wins
Dabang Delhi K.C.,Gujarat Giants,19,17,42,0.0005533411491090989,0.6509704826454586,0.8507716227516942,0.9915086841670417,Team 2 Wins
Gujarat Giants,Puneri Paltan,5,38,12,0.2966007441761426,0.0019424957128815201,0.8394243406729427,0.15743989222907095,Team 1 Wins
Bengaluru Bulls,U Mumba,13,17,28,0.01541664594226444,0.8912684460988564,0.25703471461057503,0.45396138661531105,Team 2 Wins
Haryana Steelers,Dabang Delhi K.C.,23,24,50,0.07957979850524055,0.6697659018817913,0.45060567935246687,0.07820938984315706,Team 2 Wins
Telugu Titans,Tamil Thalaivas,18,42,9,0.6116708565084357,0.7041035084150942,0.6659659520396338,0.7908459136215639,Team 1 Wins
Jaipur Pink Panthers,Puneri Paltan,31,9,42,0.4190729274094984,0.5070190184857919,0.45776285318255416,0.5373612821700694,Team 2 Wins
Patna Pirates,U.P. Yoddhas,7,37,2,0.20217025949264755,0.08537791112896143,0.4513214144603388,0.8194124993637908,Team 1 Wins
Patna Pirates,U.P. Yoddhas,12,42,3,0.4763295249116891,0.7490378697667482,0.2868225674304987,0.348380038275951,Team 1 Wins
Puneri Paltan,Bengaluru Bulls,38,1,19,0.46688616935052674,0.6417454319171548,0.9793182725607527,0.055385119856910525,Team 2 Wins
Tamil Thalaivas,Gujarat Giants,22,34,11,0.7932612215573811,0.2510624732755268,0.42938160698090744,0.694511599318295,Team 1 Wins
Jaipur Pink Panthers,Gujarat Giants,14,8,2,0.6262003891304816,0.7047692955234535,0.8688833339124611,0.0004012332982862299,Team 1 Wins
U Mumba,Bengal Warriors,15,26,7,0.15300525704027235,0.1389741486885384,0.50737056915512,0.8814378434255383,Team 1 Wins
U Mumba,U.P. Yoddhas,36,20,30,0.7168187619557159,0.9308492892145532,0.44832410461384054,0.6522086176206343,Team 2 Wins
Puneri Paltan,Haryana Steelers,39,36,36,0.751173571211657,0.07324584354914232,0.36499389668568105,0.8072410155166339,Draw
Jaipur Pink Panthers,Puneri Paltan,38,30,25,0.4856132032699959,0.0833348885486529,0.4724078200158852,0.7004564013677539,Team 1 Wins
Puneri Paltan,Patna Pirates,33,17,28,0.7454120175090333,0.2636388243562896,0.586382096038784,0.15706864716384317,Team 2 Wins
Bengaluru Bulls,Telugu Titans,10,49,47,0.48945325908931914,0.6051830126591118,0.44915814352125183,0.454991407590156,Team 1 Wins
Jaipur Pink Panthers,Bengal Warriors,30,47,13,0.9255885346040461,0.25016140929520614,0.46322393151242547,0.1471045742917516,Team 1 Wins
U.P. Yoddhas,Haryana Steelers,3,4,7,0.06204506024837142,0.3369594757526133,0.3584607762494474,0.6353412646784304,Team 2 Wins
U.P. Yoddhas,Bengaluru Bulls,26,33,30,0.8444988484397525,0.2697996653927619,0.8022486241153538,0.3059886233053857,Team 1 Wins
Dabang Delhi K.C.,Tamil Thalaivas,38,12,9,0.3267022476314341,0.30160961370180095,0.042984413817573563,0.42562666726867293,Team 1 Wins
Jaipur Pink Panthers,Tamil Thalaivas,18,32,33,0.3262791234354895,0.10296346318745409,0.5874823001146098,0.11125833993258849,Team 2 Wins
Jaipur Pink Panthers,Tamil Thalaivas,18,13,28,0.22274331224101007,0.9822913133690578,0.1846538121645791,0.42232239435470753,Team 2 Wins
Bengal Warriors,Haryana Steelers,7,21,26,0.884760585865255,0.7811038973298232,0.33767069342245415,0.30389291209112534,Team 2 Wins
Telugu Titans,Gujarat Giants,0,13,30,0.5270169386965557,0.7869759518323951,0.6608939419717218,0.9655531905882718,Team 2 Wins
Patna Pirates,Tamil Thalaivas,5,10,11,0.14492874011150148,0.928035496164501,0.8825439298444284,0.7297671474812127,Team 2 Wins
Telugu Titans,Gujarat Giants,19,27,15,0.034782190859230955,0.32760981202280004,0.9006966815743896,0.6370965107666793,Team 1 Wins
Dabang Delhi K.C.,Haryana Steelers,18,22,11,0.2147928481537128,0.3842568508065609,0.43621024090887617,0.02237667767936391,Team 1 Wins
Patna Pirates,Bengaluru Bulls,7,46,19,0.6201293767311961,0.19416667124757137,0.21519104855029236,0.3477372097455599,Team 1 Wins
Haryana Steelers,Patna Pirates,13,34,4,0.0006934719045037507,0.3819918768165357,0.5087077356168275,0.148632483861174,Team 1 Wins
Patna Pirates,Gujarat Giants,20,50,50,0.5468176623090987,0.7398977450016034,0.5810608406958743,0.0242998042924385,Draw
Haryana Steelers,Patna Pirates,18,42,41,0.45348868237185547,0.31279291666852005,0.19235257774939518,0.4782417021404839,Team 1 Wins
Telugu Titans,Bengaluru Bulls,21,1,0,0.0566902790275331,0.6309473259596448,0.924050091402935,0.9865540689720853,Team 1 Wins
Haryana Steelers,Jaipur Pink Panthers,38,49,6,0.2939323704669058,0.6760840328286155,0.010120213564955627,0.027351574013863456,Team 1 Wins
Bengal Warriors,U Mumba,6,16,1,0.7098641417255018,0.3883058714195967,0.6574656064935509,0.7689430522049718,Team 1 Wins
Gujarat Giants,Telugu Titans,23,49,12,0.6995619643912863,0.3716616967458011,0.4457240163486341,0.2002704536550216,Team 1 Wins
Telugu Titans,Haryana Steelers,27,2,41,0.6754315489249242,0.7644423466488319,0.6440497261739756,0.8366070832422869,Team 2 Wins
Haryana Steelers,Bengal Warriors,21,34,17,0.18650462396043022,0.725610500138152,0.2434371197033719,0.963250299627401,Team 1 Wins
Haryana Steelers,Bengal Warriors,23,16,22,0.7255583790654909,0.3771075489229355,0.031596201833640314,0.7358735407432953,Team 2 Wins
Dabang Delhi K.C.,Haryana Steelers,18,24,3,0.8311742123005013,0.4919145075572119,0.04602503784858758,0.8970463265768325,Team 1 Wins
U Mumba,Telugu Titans,7,23,40,0.1153686946262118,0.5008885952071623,0.040796146778339204,0.1681949253163869,Team 2 Wins
Bengaluru Bulls,Gujarat Giants,37,48,21,0.4096639819649194,0.10720568984703593,0.2689215910961483,0.7069864159451111,Team 1 Wins
Jaipur Pink Panthers,Telugu Titans,3,21,32,0.5241483650544189,0.05742656556946979,0.2020305129239235,0.044420499618051945,Team 2 Wins
Haryana Steelers,Tamil Thalaivas,9,46,37,0.07068520030849668,0.06357738297548032,0.9040092713036175,0.6186259877438572,Team 1 Wins
Tamil Thalaivas,Patna Pirates,34,18,34,0.7629017137027886,0.36957020875571034,0.8210281731778242,0.7271071621106822,Team 2 Wins
Patna Pirates,Gujarat Giants,28,46,0,0.7518384508826762,0.035687281729920306,0.661938273271752,0.3138925149505064,Team 1 Wins
U.P. Yoddhas,Patna Pirates,38,19,15,0.9051373206118541,0.7278904593611932,0.8234143899331327,0.6968133574639213,Team 1 Wins
U.P. Yoddhas,Telugu Titans,29,36,38,0.45199847875812293,0.9686797305621775,0.2707172148828725,0.20395575723074877,Team 2 Wins
Bengaluru Bulls,Dabang Delhi K.C.,3,2,2,0.00825050569444885,0.15301409593103799,0.8888508088199537,0.3218869364510618,Draw
Dabang Delhi K.C.,Patna Pirates,40,50,47,0.7013938278289313,0.38550187068643926,0.9221002257977712,0.7499122988036305,Team 1 Wins
Patna Pirates,Bengaluru Bulls,13,37,9,0.6910692000572659,0.00349264397947735,0.08759814757230822,0.9937857899955828,Team 1 Wins
U.P. Yoddhas,Bengaluru Bulls,16,13,37,0.03693546067694886,0.9010584835871899,0.5423722279230723,0.8694082266042554,Team 2 Wins
Puneri Paltan,Dabang Delhi K.C.,16,22,2,0.14008588018580548,0.27286384516677686,0.910938194233133,0.11178879137104503,Team 1 Wins
U.P. Yoddhas,Puneri Paltan,17,20,4,0.44451925684908133,0.026351429195121012,0.3171235204360515,0.8506424807858706,Team 1 Wins
Patna Pirates,U.P. Yoddhas,15,12,47,0.8427821279295699,0.863814821903016,0.6621956059350492,0.7242586938768775,Team 2 Wins
Patna Pirates,U.P. Yoddhas,27,15,15,0.8653351774815613,0.9807137955871463,0.034061831682391186,0.9038898626883934,Draw
Puneri Paltan,Bengal Warriors,27,14,50,0.6817368236023691,0.4559268335696032,0.4873605853481814,0.28836348895088626,Team 2 Wins
Dabang Delhi K.C.,Bengal Warriors,8,22,40,0.9252479526840586,0.9641781653429564,0.3131462851613416,0.19191743150218676,Team 2 Wins
Haryana Steelers,U Mumba,29,41,41,0.31042280181435644,0.4305904831538705,0.672330348087666,0.25853275543596177,Draw
Puneri Paltan,Tamil Thalaivas,25,19,35,0.8876237788878019,0.084689653665871,0.14266702729025793,0.9679301180027139,Team 2 Wins
Bengal Warriors,Haryana Steelers,24,29,6,0.11293035033868493,0.15052834124114378,0.3370717405530692,0.4479977933377328,Team 1 Wins
Telugu Titans,Dabang Delhi K.C.,27,18,1,0.5739507145778339,0.41138080048307846,0.7293072828379324,0.22226508778775556,Team 1 Wins
Jaipur Pink Panthers,Bengaluru Bulls,19,13,14,0.07222035981324493,0.38376632148626455,0.5739315476649857,0.64440886741172,Team 2 Wins
Telugu Titans,U Mumba,8,23,26,0.8055865052087049,0.9253187431424191,0.9950963009590418,0.5967047705187972,Team 2 Wins
Telugu Titans,Bengaluru Bulls,35,36,12,0.4799943983227404,0.5734743864647212,0.8867268598276736,0.33554739024836955,Team 1 Wins
Puneri Paltan,Patna Pirates,8,24,43,0.008234963187584432,0.31732484124716087,0.37578425516986524,0.6964448531965804,Team 2 Wins
Puneri Paltan,Jaipur Pink Panthers,15,19,37,0.6520472518036358,0.5898339220538784,0.9036302128768522,0.7433147163026447,Team 2 Wins
Bengal Warriors,Tamil Thalaivas,39,27,13,0.3472932992551182,0.8393946719596742,0.3557967974536428,0.4224293885948943,Team 1 Wins
Patna Pirates,Gujarat Giants,33,7,18,0.7672859706567471,0.8614644137757843,0.025414947223673212,0.52668118613607,Team 2 Wins
Haryana Steelers,Tamil Thalaivas,24,7,17,0.1601516312534299,0.8757400603653491,0.011314017398711407,0.2667549169675796,Team 2 Wins
U.P. Yoddhas,Puneri Paltan,30,29,37,0.7635556557162376,0.23202776408477543,0.9490915413238665,0.04257762468737658,Team 2 Wins
Gujarat Giants,Puneri Paltan,26,48,16,0.24049112652746496,0.2912749741204693,0.5548752060107457,0.28886916424149056,Team 1 Wins
Patna Pirates,Gujarat Giants,24,49,8,0.6313334460539174,0.4124402063471311,0.41264001170795017,0.3187653794638785,Team 1 Wins
Puneri Paltan,U Mumba,0,28,2,0.9328915735630101,0.5902129725030739,0.6254000964476624,0.9385462016919595,Team 1 Wins
Bengal Warriors,Jaipur Pink Panthers,9,10,38,0.6122159676019547,0.3193768722756223,0.8352733471667496,0.6707470919085132,Team 2 Wins
Jaipur Pink Panthers,Telugu Titans,31,47,25,0.7467886300745422,0.34240218854086923,0.8052184011087699,0.30835901172233193,Team 1 Wins
Jaipur Pink Panthers,Patna Pirates,6,35,12,0.8341808799113792,0.3620693650615465,0.27106617237141883,0.2380161317393511,Team 1 Wins
U Mumba,Dabang Delhi K.C.,12,11,35,0.8116514765291335,0.8392154078906492,0.3849003696434362,0.3045327091439246,Team 2 Wins
Puneri Paltan,Jaipur Pink Panthers,27,43,27,0.9139318899481252,0.36071832809178095,0.04619907783801669,0.10570473371223088,Team 1 Wins
Jaipur Pink Panthers,Patna Pirates,24,1,17,0.32418791359171995,0.4173739855609997,0.3213417162157586,0.8772025601196134,Team 2 Wins
Haryana Steelers,Gujarat Giants,13,22,22,0.1466150478188737,0.1799340963317796,0.7305064301224576,0.5397689113588512,Draw
Telugu Titans,Bengal Warriors,34,2,17,0.29872996652299244,0.3324233520211911,0.9112702726922128,0.26715458233797007,Team 2 Wins
U Mumba,Bengaluru Bulls,20,25,33,0.7056402825648346,0.11538061286364254,0.17321357439687957,0.04067033475920645,Team 2 Wins
Puneri Paltan,Gujarat Giants,11,23,21,0.6255060802508463,0.8471161628044501,0.8538819318415366,0.27135915438980474,Team 1 Wins
Gujarat Giants,Jaipur Pink Panthers,27,11,20,0.5116647130729395,0.46612204470544294,0.5979609575542887,0.9493243723212675,Team 2 Wins
Dabang Delhi K.C.,Patna Pirates,37,33,14,0.18983466524120873,0.34606585542152624,0.5000347870930132,0.6245947295732903,Team 1 Wins
Telugu Titans,Jaipur Pink Panthers,5,4,47,0.10457509808246668,0.14175379807180843,0.5238071403157262,0.5630678696225792,Team 2 Wins
U.P. Yoddhas,Bengaluru Bulls,17,27,19,0.1016757234471759,0.4305103284219891,0.9059173103510096,0.5141926634546821,Team 1 Wins
